,,,,
1241514793489420288,2020-03-21 23:59:27+00:00,,,
1241514088049471488,2020-03-21 23:56:39+00:00,,,
1241513117848424450,2020-03-21 23:52:48+00:00,,,
1241512604893188096,2020-03-21 23:50:45+00:00,,,
1241511491339030528,2020-03-21 23:46:20+00:00,,,
1241511063461326849,2020-03-21 23:44:38+00:00,,,
1241509259709272064,2020-03-21 23:37:28+00:00,,,
1241506682384961536,2020-03-21 23:27:13+00:00,,,
1241505675114622983,2020-03-21 23:23:13+00:00,,,
1241504034864812033,2020-03-21 23:16:42+00:00,,,
1241500744731086848,2020-03-21 23:03:38+00:00,,,
1241499450494701569,2020-03-21 22:58:29+00:00,,,
1241499178963853313,2020-03-21 22:57:24+00:00,,,
1241496622405574657,2020-03-21 22:47:15+00:00,,,
1241496184998387712,2020-03-21 22:45:31+00:00,,,
1241492249147367424,2020-03-21 22:29:52+00:00,,,
1241484844212858882,2020-03-21 22:00:27+00:00,,,
1241484297543897088,2020-03-21 21:58:16+00:00,,,
1241483421131493377,2020-03-21 21:54:47+00:00,,,
1241482630693978112,2020-03-21 21:51:39+00:00,,,
1241477532249096192,2020-03-21 21:31:23+00:00,,,
1241477177440272385,2020-03-21 21:29:59+00:00,,,
1241468723686330368,2020-03-21 20:56:23+00:00,,,
1241460051400785921,2020-03-21 20:21:56+00:00,,,
1241459363111268352,2020-03-21 20:19:12+00:00,,,
1241458102278422530,2020-03-21 20:14:11+00:00,,,
1241453233605730304,2020-03-21 19:54:50+00:00,,,
1241452851500474368,2020-03-21 19:53:19+00:00,,,
1241451092304490496,2020-03-21 19:46:20+00:00,,,
1241448751874445313,2020-03-21 19:37:02+00:00,,,
1241446975192481792,2020-03-21 19:29:58+00:00,,,
1241445030847336449,2020-03-21 19:22:14+00:00,,,
1241444887771283456,2020-03-21 19:21:40+00:00,,,
1241441256212848640,2020-03-21 19:07:15+00:00,,,
1241437540013314048,2020-03-21 18:52:28+00:00,,,
1241437157408911361,2020-03-21 18:50:57+00:00,,,
1241436452719702017,2020-03-21 18:48:09+00:00,,,
1241434155637805056,2020-03-21 18:39:02+00:00,,,
1241431649096589312,2020-03-21 18:29:04+00:00,,,
1241431202625662977,2020-03-21 18:27:18+00:00,,,
1241429617841332224,2020-03-21 18:21:00+00:00,,,
1241427763724046337,2020-03-21 18:13:38+00:00,,,
1241427167843475456,2020-03-21 18:11:16+00:00,,,
1241426824640397317,2020-03-21 18:09:54+00:00,,,
1241426489280618497,2020-03-21 18:08:34+00:00,,,
1241425514264326144,2020-03-21 18:04:41+00:00,,,
1241424535015976963,2020-03-21 18:00:48+00:00,,,
1241424086145871872,2020-03-21 17:59:01+00:00,,,
1241422801036165120,2020-03-21 17:53:54+00:00,,,
1241422480314527744,2020-03-21 17:52:38+00:00,,,
1241421936518782977,2020-03-21 17:50:28+00:00,,,
1241420908788477953,2020-03-21 17:46:23+00:00,,,
1241420908356493312,2020-03-21 17:46:23+00:00,,,
1241420412342263809,2020-03-21 17:44:25+00:00,,,
1241418583294373889,2020-03-21 17:37:09+00:00,,,
1241418313919422464,2020-03-21 17:36:05+00:00,,,
1241417198704320513,2020-03-21 17:31:39+00:00,,,
1241416959633190912,2020-03-21 17:30:42+00:00,,,
1241416779231969281,2020-03-21 17:29:59+00:00,,,
1241416368370548737,2020-03-21 17:28:21+00:00,,,
1241415846259376128,2020-03-21 17:26:16+00:00,,,
1241415536732332032,2020-03-21 17:25:02+00:00,,,
1241415144707514368,2020-03-21 17:23:29+00:00,,,
1241414398163312640,2020-03-21 17:20:31+00:00,,,
1241414059552960512,2020-03-21 17:19:10+00:00,,,
1241411851335790592,2020-03-21 17:10:24+00:00,,,
1241411263327948800,2020-03-21 17:08:04+00:00,,,
1241410472932327425,2020-03-21 17:04:55+00:00,,,
1241406717633544192,2020-03-21 16:50:00+00:00,,,
